Timestamp,Set Power,Current,Battery Voltage,Running,Ticks,Velocity,PIDF
157.935,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
157.959,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
157.983,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.005,,0.003,13.140,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.031,,0.000,13.140,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.057,,0.000,13.131,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.083,,0.000,13.131,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.106,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.126,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.147,,0.000,13.140,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.167,,0.000,13.140,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.187,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.208,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.231,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.262,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.288,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.318,,0.000,13.131,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.340,,0.000,13.140,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.360,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.380,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.400,,0.003,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.421,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.441,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.461,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.481,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.503,,0.000,13.140,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.526,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.551,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.575,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.602,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.624,,0.003,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.644,,0.000,13.131,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.664,,0.003,13.131,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.685,,0.000,13.131,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.705,,0.000,13.136,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.725,,0.000,13.131,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.748,,0.000,13.131,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.773,,0.000,13.123,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.792,,0.000,13.131,false,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.820,,0.000,13.114,true,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.838,,0.000,10.571,true,22823.000,0.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.856,,5.194,10.658,true,22824.000,20.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.874,,6.364,10.649,true,22824.000,20.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.892,,7.428,10.496,true,22826.000,40.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.912,,8.244,10.680,true,22827.000,40.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.930,,7.982,10.470,true,22829.000,80.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.949,,8.019,10.619,true,22831.000,100.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.968,,8.044,10.619,true,22834.000,120.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
158.988,,7.993,10.536,true,22836.000,140.000,PIDFCoefficients(p=80.000000 i=1.000000 d=0.000000 f=0.000000 alg=PIDF)
