Timestamp,Set Power,Current,Running,Ticks,Velocity,Ball Shot
001.008,0.000,0.000,false,0.000,-0.000,false
001.031,0.000,0.000,false,0.000,-0.000,false
001.041,0.000,0.000,false,0.000,-0.000,false
001.051,0.000,0.000,false,0.000,-0.000,false
001.061,0.000,0.000,false,0.000,-0.000,false
001.071,0.000,0.000,false,0.000,-0.000,false
001.081,0.000,0.000,false,0.000,-0.000,false
001.092,0.000,0.000,false,0.000,-0.000,false
001.102,0.000,0.000,false,0.000,-0.000,false
001.112,0.000,0.000,false,0.000,-0.000,false
001.122,0.000,0.000,false,0.000,-0.000,false
001.132,0.000,0.000,false,0.000,-0.000,false
001.143,0.000,0.000,false,0.000,-0.000,false
001.154,0.000,0.000,false,0.000,-0.000,false
001.164,0.000,0.000,false,0.000,-0.000,false
001.174,0.000,0.000,false,0.000,-0.000,false
001.184,0.000,0.000,false,0.000,-0.000,false
001.194,0.000,0.000,false,0.000,-0.000,false
001.204,0.000,0.000,false,0.000,-0.000,false
001.214,0.000,0.000,false,0.000,-0.000,false
001.224,0.000,0.000,false,0.000,-0.000,false
001.235,0.000,0.000,false,0.000,-0.000,false
001.245,0.000,0.000,false,0.000,-0.000,false
001.257,0.000,0.000,false,0.000,-0.000,false
001.271,0.000,0.000,false,0.000,-0.000,false
001.284,0.000,0.000,false,0.000,-0.000,false
001.295,0.000,0.000,false,0.000,-0.000,false
001.305,0.000,0.000,false,0.000,-0.000,false
001.315,0.000,0.000,false,0.000,-0.000,false
001.325,0.000,0.000,false,0.000,-0.000,false
001.335,0.000,0.000,false,0.000,-0.000,false
001.345,0.000,0.000,false,0.000,-0.000,false
001.355,0.000,0.000,false,0.000,-0.000,false
001.365,0.000,0.000,false,0.000,-0.000,false
001.375,0.000,0.000,false,0.000,-0.000,false
001.386,0.000,0.000,false,0.000,-0.000,false
001.396,0.000,0.000,false,0.000,-0.000,false
001.407,0.000,0.000,false,0.000,-0.000,false
001.417,0.000,0.000,false,0.000,-0.000,false
001.427,0.000,0.000,false,0.000,-0.000,false
001.438,0.000,0.000,false,0.000,-0.000,false
001.448,0.000,0.000,false,0.000,-0.000,false
001.458,0.000,0.000,false,0.000,-0.000,false
001.468,0.000,0.000,false,0.000,-0.000,false
001.478,0.000,0.000,false,0.000,-0.000,false
001.490,0.000,0.000,false,0.000,-0.000,false
001.500,0.000,0.000,false,0.000,-0.000,false
001.518,0.000,0.000,false,0.000,-0.000,false
001.528,0.000,0.000,false,0.000,-0.000,false
001.540,0.000,0.000,false,0.000,-0.000,false
001.551,0.000,0.000,false,0.000,-0.000,false
001.561,0.000,0.000,false,0.000,-0.000,false
001.572,0.000,0.000,false,0.000,-0.000,false
001.581,0.000,0.000,false,0.000,-0.000,false
001.592,0.000,0.000,false,0.000,-0.000,false
001.602,0.000,0.000,false,0.000,-0.000,false
