Timestamp,Set Power,Current,Running,Ticks,Velocity,Ball Shot
001.143,0.000,0.000,false,0.000,-0.000,false
001.156,0.000,0.000,false,0.000,-0.000,false
001.166,0.000,0.000,false,0.000,-0.000,false
001.177,0.000,0.000,false,0.000,-0.000,false
001.187,0.000,0.000,false,0.000,-0.000,false
001.199,0.000,0.000,false,0.000,-0.000,false
001.209,0.000,0.000,false,0.000,-0.000,false
001.220,0.000,0.000,false,0.000,-0.000,false
001.230,0.000,0.000,false,0.000,-0.000,false
001.242,0.000,0.000,false,0.000,-0.000,false
001.256,0.000,0.000,false,0.000,-0.000,false
001.266,0.000,0.000,false,0.000,-0.000,false
001.275,0.000,0.000,false,0.000,-0.000,false
001.285,0.000,0.000,false,0.000,-0.000,false
001.294,0.000,0.000,false,0.000,-0.000,false
001.304,0.000,0.000,false,0.000,-0.000,false
001.315,0.000,0.000,false,0.000,-0.000,false
001.324,0.000,0.000,false,0.000,-0.000,false
001.333,0.000,0.000,false,0.000,-0.000,false
001.342,0.000,0.000,false,0.000,-0.000,false
001.351,0.000,0.000,false,0.000,-0.000,false
001.361,0.000,0.000,false,0.000,-0.000,false
001.371,0.000,0.000,false,0.000,-0.000,false
001.381,0.000,0.000,false,0.000,-0.000,false
001.391,0.000,0.000,false,0.000,-0.000,false
001.402,0.000,0.000,false,0.000,-0.000,false
001.412,0.000,0.000,false,0.000,-0.000,false
001.422,0.000,0.000,false,0.000,-0.000,false
001.432,0.000,0.000,false,0.000,-0.000,false
001.443,0.000,0.000,false,0.000,-0.000,false
001.453,0.000,0.000,false,0.000,-0.000,false
001.463,0.000,0.000,false,0.000,-0.000,false
001.475,0.000,0.000,false,0.000,-0.000,false
001.490,0.000,0.000,false,0.000,-0.000,false
001.501,0.000,0.000,false,0.000,-0.000,false
001.511,0.000,0.000,false,0.000,-0.000,false
001.522,0.000,0.000,false,0.000,-0.000,false
001.532,0.000,0.000,false,0.000,-0.000,false
001.543,0.000,0.000,false,0.000,-0.000,false
001.553,0.000,0.000,false,0.000,-0.000,false
001.564,0.000,0.000,false,0.000,-0.000,false
001.576,0.000,0.000,false,0.000,-0.000,false
001.588,0.000,0.000,false,0.000,-0.000,false
001.599,0.000,0.000,false,0.000,-0.000,false
001.609,0.000,0.000,false,0.000,-0.000,false
001.619,0.000,0.000,false,0.000,-0.000,false
001.628,0.000,0.000,false,0.000,-0.000,false
001.637,0.000,0.003,false,0.000,-0.000,false
001.650,0.000,0.000,false,0.000,-0.000,false
001.662,0.000,0.000,false,0.000,-0.000,false
001.672,0.000,0.000,false,0.000,-0.000,false
001.681,0.000,0.000,false,0.000,-0.000,false
001.689,0.000,0.000,false,0.000,-0.000,false
001.697,0.000,0.000,false,0.000,-0.000,false
001.707,0.000,0.000,false,0.000,-0.000,false
001.717,0.000,0.000,false,0.000,-0.000,false
001.727,0.000,0.000,false,0.000,-0.000,false
001.738,0.000,0.000,false,0.000,-0.000,false
001.748,0.000,0.000,false,0.000,-0.000,false
001.760,0.000,0.000,false,0.000,-0.000,false
001.770,0.000,0.000,false,0.000,-0.000,false
001.780,0.000,0.000,false,0.000,-0.000,false
001.790,0.000,0.000,false,0.000,-0.000,false
001.800,0.000,0.000,false,0.000,-0.000,false
001.809,0.000,0.000,false,0.000,-0.000,false
001.819,0.000,0.000,false,0.000,-0.000,false
001.829,0.000,0.000,false,0.000,-0.000,false
001.839,0.000,0.000,false,0.000,-0.000,false
001.850,0.000,0.000,false,0.000,-0.000,false
001.860,0.000,0.000,false,0.000,-0.000,false
001.870,0.000,0.000,false,0.000,-0.000,false
001.880,0.000,0.000,false,0.000,-0.000,false
001.890,0.000,0.000,false,0.000,-0.000,false
001.900,0.000,0.000,false,0.000,-0.000,false
001.911,0.000,0.000,false,0.000,-0.000,false
001.923,0.000,0.003,false,0.000,-0.000,false
001.933,0.000,0.000,false,0.000,-0.000,false
001.943,0.000,0.000,false,0.000,-0.000,false
001.953,0.000,0.000,false,0.000,-0.000,false
001.964,0.000,0.000,false,0.000,-0.000,false
001.974,0.000,0.000,false,0.000,-0.000,false
001.984,0.000,0.000,false,0.000,-0.000,false
