Timestamp,Set Power,Current,Running,Ticks,Velocity,Ball Shot
001.002,0.000,0.000,false,0.000,-0.000,false
001.018,0.000,0.000,false,0.000,-0.000,false
001.028,0.000,0.000,false,0.000,-0.000,false
001.039,0.000,0.000,false,0.000,-0.000,false
001.049,0.000,0.000,false,0.000,-0.000,false
001.059,0.000,0.000,false,0.000,-0.000,false
001.068,0.000,0.000,false,0.000,-0.000,false
001.078,0.000,0.000,false,0.000,-0.000,false
001.088,0.000,0.000,false,0.000,-0.000,false
001.098,0.000,0.000,false,0.000,-0.000,false
001.108,0.000,0.000,false,0.000,-0.000,false
001.118,0.000,0.000,false,0.000,-0.000,false
001.128,0.000,0.000,false,0.000,-0.000,false
001.138,0.000,0.000,false,0.000,-0.000,false
001.148,0.000,0.000,false,0.000,-0.000,false
001.158,0.000,0.000,false,0.000,-0.000,false
001.168,0.000,0.000,false,0.000,-0.000,false
001.177,0.000,0.000,false,0.000,-0.000,false
001.188,0.000,0.000,false,0.000,-0.000,false
001.197,0.000,0.000,false,0.000,-0.000,false
001.207,0.000,0.000,false,0.000,-0.000,false
001.217,0.000,0.000,false,0.000,-0.000,false
001.227,0.000,0.000,false,0.000,-0.000,false
001.238,0.000,0.000,false,0.000,-0.000,false
001.249,0.000,0.000,false,0.000,-0.000,false
001.258,0.000,0.000,false,0.000,-0.000,false
001.269,0.000,0.000,false,0.000,-0.000,false
001.278,0.000,0.000,false,0.000,-0.000,false
001.287,0.000,0.000,false,0.000,-0.000,false
001.298,0.000,0.000,false,0.000,-0.000,false
001.307,0.000,0.000,false,0.000,-0.000,false
001.316,0.000,0.000,false,0.000,-0.000,false
001.325,0.000,0.000,false,0.000,-0.000,false
001.334,0.000,0.000,false,0.000,-0.000,false
001.343,0.000,0.000,false,0.000,-0.000,false
001.353,0.000,0.000,false,0.000,-0.000,false
001.363,0.000,0.000,false,0.000,-0.000,false
001.372,0.000,0.000,false,0.000,-0.000,false
001.382,0.000,0.000,false,0.000,-0.000,false
001.391,0.000,0.000,false,0.000,-0.000,false
001.400,0.000,0.000,false,0.000,-0.000,false
001.409,0.000,0.000,false,0.000,-0.000,false
001.419,0.000,0.000,false,0.000,-0.000,false
001.428,0.000,0.000,false,0.000,-0.000,false
001.437,0.000,0.000,false,0.000,-0.000,false
001.446,0.000,0.000,false,0.000,-0.000,false
001.456,0.000,0.000,false,0.000,-0.000,false
001.467,0.000,0.000,false,0.000,-0.000,false
001.476,0.000,0.000,false,0.000,-0.000,false
001.486,0.000,0.000,false,0.000,-0.000,false
001.498,0.000,0.000,false,0.000,-0.000,false
001.513,0.000,0.000,false,0.000,-0.000,false
001.527,0.000,0.000,false,0.000,-0.000,false
001.537,0.000,0.000,false,0.000,-0.000,false
001.547,0.000,0.000,false,0.000,-0.000,false
001.558,0.000,0.000,false,0.000,-0.000,false
001.568,0.000,0.000,false,0.000,-0.000,false
001.579,0.000,0.000,false,0.000,-0.000,false
001.589,0.000,0.000,false,0.000,-0.000,false
001.599,0.000,0.000,false,0.000,-0.000,false
001.609,0.000,0.000,false,0.000,-0.000,false
001.619,0.000,0.000,false,0.000,-0.000,false
001.630,0.000,0.000,false,0.000,-0.000,false
001.640,0.000,0.000,false,0.000,-0.000,false
001.650,0.000,0.000,false,0.000,-0.000,false
001.661,0.000,0.000,false,0.000,-0.000,false
001.671,0.000,0.000,false,0.000,-0.000,false
001.681,0.000,0.000,false,0.000,-0.000,false
001.692,0.000,0.000,false,0.000,-0.000,false
001.702,0.000,0.000,false,0.000,-0.000,false
001.712,0.000,0.000,false,0.000,-0.000,false
001.722,0.000,0.000,false,0.000,-0.000,false
001.733,0.000,0.000,false,0.000,-0.000,false
001.743,0.000,0.000,false,0.000,-0.000,false
001.755,0.000,0.000,false,0.000,-0.000,false
001.765,0.000,0.000,false,0.000,-0.000,false
001.781,0.000,0.000,false,0.000,-0.000,false
001.794,0.000,0.000,false,0.000,-0.000,false
001.805,0.000,0.000,false,0.000,-0.000,false
001.815,0.000,0.000,false,0.000,-0.000,false
001.824,0.000,0.000,false,0.000,-0.000,false
001.836,0.000,0.000,false,0.000,-0.000,false
001.846,0.000,0.000,false,0.000,-0.000,false
001.857,0.000,0.000,false,0.000,-0.000,false
001.867,0.000,0.000,false,0.000,-0.000,false
001.877,0.000,0.000,false,0.000,-0.000,false
001.887,0.000,0.000,false,0.000,-0.000,false
001.898,0.000,0.000,false,0.000,-0.000,false
001.908,0.000,0.000,false,0.000,-0.000,false
001.919,0.000,0.000,false,0.000,-0.000,false
001.929,0.000,0.000,false,0.000,-0.000,false
001.939,0.000,0.000,false,0.000,-0.000,false
001.949,0.000,0.000,false,0.000,-0.000,false
001.959,0.000,0.000,false,0.000,-0.000,false
001.969,0.000,0.000,false,0.000,-0.000,false
001.980,0.000,0.000,false,0.000,-0.000,false
001.991,-0.100,0.000,false,0.000,-0.000,false
002.005,-0.100,0.000,false,0.000,-0.000,false
002.021,-0.100,0.000,false,0.000,-0.000,false
002.030,-0.100,0.000,false,0.000,-0.000,false
002.039,-0.100,0.000,false,0.000,-0.000,false
002.050,-0.100,0.000,false,0.000,-0.000,false
002.060,-0.100,0.000,false,0.000,-0.000,false
002.069,-0.100,0.000,false,0.000,-0.000,false
002.078,-0.100,0.000,false,0.000,-0.000,false
002.087,-0.100,0.000,false,0.000,-0.000,false
002.097,-0.100,0.000,false,0.000,-0.000,false
002.108,-0.100,0.000,false,0.000,-0.000,false
002.117,-0.100,0.000,false,0.000,-0.000,false
002.127,-0.100,0.000,false,0.000,-0.000,false
002.136,-0.100,0.000,false,0.000,-0.000,false
002.146,-0.100,0.000,false,0.000,-0.000,false
002.156,-0.100,0.000,false,0.000,-0.000,false
002.164,-0.100,0.000,false,0.000,-0.000,false
002.174,-0.100,0.000,false,0.000,-0.000,false
002.183,-0.100,0.000,false,0.000,-0.000,false
002.193,-0.100,0.000,false,0.000,-0.000,false
002.202,-0.100,0.000,false,0.000,-0.000,false
002.211,-0.100,0.000,false,0.000,-0.000,false
002.223,-0.100,0.000,false,0.000,-0.000,false
002.233,-0.100,0.000,false,0.000,-0.000,false
002.246,-0.100,0.000,false,0.000,-0.000,false
002.259,-0.100,0.000,false,0.000,-0.000,false
002.270,-0.100,0.000,false,0.000,-0.000,false
002.280,-0.100,0.000,false,0.000,-0.000,false
002.289,-0.100,0.000,false,0.000,-0.000,false
002.298,-0.100,0.000,false,0.000,-0.000,false
002.308,-0.100,0.000,false,0.000,-0.000,false
002.318,-0.100,0.000,false,0.000,-0.000,false
002.326,-0.100,0.000,false,0.000,-0.000,false
002.337,-0.100,0.000,false,0.000,-0.000,false
002.345,-0.100,0.000,false,0.000,-0.000,false
002.354,-0.100,0.000,false,0.000,-0.000,false
002.364,-0.100,0.000,false,0.000,-0.000,false
002.373,-0.100,0.000,false,0.000,-0.000,false
002.385,-0.100,0.000,false,0.000,-0.000,false
002.396,-0.100,0.000,false,0.000,-0.000,false
002.405,-0.100,0.000,false,0.000,-0.000,false
002.415,-0.100,0.000,false,0.000,-0.000,false
002.424,-0.100,0.000,false,0.000,-0.000,false
002.433,-0.100,0.000,false,0.000,-0.000,false
002.442,-0.100,0.000,false,0.000,-0.000,false
002.450,-0.100,0.000,false,0.000,-0.000,false
002.461,-0.100,0.000,false,0.000,-0.000,false
002.469,-0.100,0.000,false,0.000,-0.000,false
002.478,-0.100,0.000,false,0.000,-0.000,false
002.488,-0.100,0.000,false,0.000,-0.000,false
002.497,-0.100,0.000,false,0.000,-0.000,false
002.506,-0.200,0.000,false,0.000,-0.000,false
002.517,-0.200,0.000,false,0.000,-0.000,false
002.531,-0.200,0.000,false,0.000,-0.000,false
002.540,-0.200,0.000,false,0.000,-0.000,false
002.549,-0.200,0.000,false,0.000,-0.000,false
002.560,-0.200,0.000,false,0.000,-0.000,false
002.569,-0.200,0.000,false,0.000,-0.000,false
002.579,-0.200,0.000,false,0.000,-0.000,false
002.589,-0.200,0.000,false,0.000,-0.000,false
002.599,-0.200,0.000,false,0.000,-0.000,false
002.609,-0.200,0.000,false,0.000,-0.000,false
002.619,-0.200,0.000,false,0.000,-0.000,false
002.629,-0.200,0.000,false,0.000,-0.000,false
